word,definition
نقس,"الناقوسُ: الذي تَضرب به النَصارى لأوقات الصلاة. قال جرير: لمَّا تَذَكَّرتْ بالدَيْرَيْنِ أَرَّقَني * صوتُ الدجاجِ وضرْبٌ بالنواقيسِ * والنَقْس: ضربُ الناقوس. ; وفى الحديث: "" كادوا ينقسون حتى رأى عبد الله بن زيد [[الانصاري.]] الاذان في المنام "". ; والنقس أيضا مثل اللقس، وهو أن تعيب القومَ وتسخر منهم. ; والنقس بالكسر: الذى يكتب به. ; ويجمع على أنْقُسٍ وأنْقاسٍ. قال المرار الفقعسي: عَفَتِ المنازلُ غيرَ مثل الأَنْقُسِ * بعد الزمانِ عَرَفْتَهُ بالقِرْطِسِ * أي في القِرطاسِ. تقول منه: نَقَّسَ دواته تَنْقيساً."
نقش,"نقشت الشئ نقشا [[من باب نصر.]] ، فهو مَنْقوشٌ. ; ونَقَّشْتُهُ تَنْقيشاً. ; ونَقْشُ العِذْقُ أيضاً: أن تضربه بالشوك حتَّى يرطِبَ. ; ويقال نُقِشَ العِذْقُ، على ما لم يُسَمَّ فاعله، إذا ظهرتْ به نُكتٌ من الإرطابِ. ; والنَقْشُ أيضاً: النَتْف بالمِنْقاشِ. ; والمَنْقوشَةُ: الشَجَّةُ التي تُنْقَشُ منها العظام، أي تستخرج. ; والمناقشة: الاستقصاء في الحساب. ; وفي الحديث: "" من نوقِشَ الحسابَ عُذِّبَ "". ; ونَقَشْتُ الشوكَة من الرجل وانتقشتها، أي استخرجتها. ; وقول الراجز: ; نقشا ورب البيت أي نقش * قال أبو عمرو: يعنى الجماع. ; وانتقش البعيرُ، إذا ضرب بيده الأرضَ لشئ يدخل في رجله. ; ومنه قيل: "" لطمه لطم المنتقش ""."
نقص,نقص الشئ نقصا ونقصانا، ونَقَصْتُهُ أنا، يتعدَّى ولا يتعدَّى. ; وانتقص الشئ، أي نقص. ; وانتقصته أنا. ; واستنقص المشترى الثمن، أي استحَطَّ. ; والمَنْقَصَةُ: النَقْصُ. ; والنَقيصَة: العيبُ، وفلان يَتَنَقَّصُ فلاناً، أي يقع فيه ويثلبه.
نقض,النَقْضُ: نَقْضُ البناءِ والحَبْلِ والعهدِ. ; والنُقاضَةُ: ما نُقِضَ من حبَل الشَعر. ; والمُناقَضَةُ في القول: أن يتكلَّم بما يَتَناقَضُ معناه. ; والنَقيضَةُ في الشِعر: ما يُنْقَض به. ; والانْتِقاضُ: الانتكاثُ. ; والنِقْضُ، بالكسر: البعير الذي أضناهُ السفر، وكذلك الناقةُ. ; والجمع أنْقاضٌ. ; والنِقْضُ أيضاً: الموضعُ الذي ينْتَقِضُ عن الكمأة. ; والنِقْضُ أيضاً: المَنْقوضُ، مثل النِكْثِ. ; وتَنَقَّضَتِ الأرضُ عن الكمأةِ، أي تَفَطَّرَتْ. ; وأَنْقَضَتِ العُقابُ، أي صوَّتَتْ. ; وأنشد الاصمعي: ; تنقض أيديها نقيض العقبان * وكذلك الدجاجة. قال الراجز: ; تنقض إنقاض الدجاج المخض * والانقاض والكتيت: أصوات صغار الابل. ; والقرقرة والهدير: أصوات مسان الابل. قال شظاظ، وهو لص من بنى ضبة: رب عجوز من نمير شهبره * علمتها الانقاض بعد القرقره * أي أسمعتها. ; وذلك أنه اجتاز على امرأة من بنى نمير تعقل بعيرا لها وتتعوذ من شظاظ، وكان شظاظ على بكر، فنزل وسرق بعيرها وترك هناك بكره. قال أبو زيد: أنْقَضْتُ بالمعزِ إنْقاضاً: دعوت بها. ; والإنْقاضُ: صُوَيْتٌ مثل النَقْر. ; وإنْقاضُ العِلْكِ: تصويته، وهو مكروهٌ. ; وأَنْقَضَ الحِمْلُ ظهره، أي أثقله. ; وأصله الصوت، ومنه قوله تعالى: {الذي أَنْقَضَ ظَهْرَكَ} . ; والنَقيضُ: صوتُ المَحامِلِ والرحال. قال الراجز: شيب أصداغى فهن بيض * محامل لقدها نقيض
نقط,النُقْطَةُ: واحدة النُقَطِ. ; والنِقاطُ أيضا: جمع نقطة، مثل برمة وبرام، عن أبى زيد. ; ونقط الكتاب يَنْقُطُهُ نَقْطاً. ; ونَقَّطَ المصاحِفَ تَنْقيطاً، فهو نقاط.
نقف,"النَقْفُ [[نقف من باب نصر.]] : كسر الهامةِ عن الدِماغ. ; وقد ناقَفْتُ الرجل مُناقَفَةً ونقافا. يقال: "" اليوم قحاف، وغدا نقاف "" أي اليوم خمر وغدا أمر. ; ونَقَفْتُ الحنظل، أي شققته عن الهبيد. ; ومنه قول امرئ القيس: كأنِّي غَداةَ البيْنِ يومَ تَحَمَّلوا لدى سَمُراتِ الحَيِّ ناقِفُ حَنْظَلِ وأنقفتك المخ، أي أعطيتك العظم تستخرج مخَّه. ; وقولهم: "" لا تكونوا كالجراد رَعى وادياً وأَنْقَفَ وادياً "" أي أكثر بَيْضَه فيه. ; وانْتَقَفْتُ الشئ: استخرجته. ; والمنقاف: منقار [[في المطبوعة الاولى وجميع أصولها أيضا "" منقاف الطائر ""، وصوابه من المخطوطة واللسان والقاموس]] الطائر. ; والمنقاف: ضرب من الودع. ; والمنقوف: الرجل الخفيف الأخدعَيْنِ، القليلُ اللحم."
نقق,نق الضفدع والعقرب والدجاحة، ينبق نقيقا،، أي صوت. قال جرير: كأنَّ نَقيقَ الحَبِّ في حاوِيائِهِ فَحيحُ الأفاعي أو نَقيقُ العقاربِ وربَّما قيل للهرّ أيضاً. ; وأنشد أبو عمرو: أطعمت راعى من اليهير فظل يبكى حبجا بشر خلف استه مثل نقيق الهر والنقاقة: الضفدعة. ; والنقنقة: صوتها إذا ضوعف. ; والدجاجة تنقنق للبيض، وكذلك النعامة. ; والنقنق بالكسر: الظليم، والجمع النقانق.
نقل,"نقل الشئ: تحويله من موضعٍ إلى موضعٍ. ; والنَقَلُ أيضا: الخفُّ الخَلَقُ، والنَعْلُ الخَلَقُ المرَقَّعَةُ. ; والنِقْلُ بالكسر مثله يقال: جاء في نَقْلَيْنِ له وفي نِقْلَيْنِ له، والجمع نِقالٌ، وكذلك المَنْقَلُ بالفتح [[في القاموس: والمنقل في بيت الكميت: وصارت أباطحها كالارين وسوى بالحفوة المنقل = (231 - صحاح)]] . قال الكميت وكان الاباطح مثل الارين وشبه بالحفوة المنقل أي يصيب صاحبَ الخُفِّ ما يصيب الحافى من الرمضاء. ; وفى حديث ابن مسعود رضى الله عنه: "" ما من مصلى لامرأة أفضل من أشد مكانا [[قال ابن برى: في كتاب الرمكى بخط أبى سهل الهروي في نص حديث ابن مسعود: "" من أشد مكان "" بالخفض، وهو الصحيح.]] في بيتها ظلمة، إلا امرأة قد يئست من البعولة، فهى في منقليها "" قال أبو عبيد: لولا أن الرواية اتفقت في الحديث والشعر، ما كان وجه الكلام عندي إلا كسرها. ; والمنقل أيضاً: الطريقُ في الجبل. ; والمَنْقَلَةُ: المرحلةُ من مراحل السفر. ; والنُقْلُ بالضم: ما يَتَنَقَّلُ به على الشراب. ; والنُقْلَةُ: الاسم من الانتقال من موضع إلى موضع. ; (*) والنقل بالتحريك: الريشُ يُنْقَلُ من سهم فيجعل على سهمٍ آخر. قال الكميت: ; لا نَقَلٌ ريشُها ولا لَغَبُ [[صدره: ; وأقدح كالظبات أنصلها:]] * والنَقَلُ أيضاً: الحجارةُ مع الشجر. قال ابن السكيت: النَقَلُ: الحجارةُ مثل الأفْهارِ. يقال: هذا مكان نقل، بالكسر. ; والنقل في البعير: داءٌ يُصيب خُفَّهُ فيَتَخَرَّقُ. ; والنَقَلُ: المُناقَلَةُ في المَنْطِقِ، ومنه قولهم: رجلٌ نَقِلٌ، وهو الحاضر الجواب. قال لبيد: ولقد يعلم صحبى كلهم بعدان السيف صبرى ونقل وناقلْتُ فلاناً الحديثَ، إذا حدَّثتَهُ وحدَّثكَ. ; والنَقيلُ: الطريقُ. ; وكلُّ طريقٍ نَقيلٌ. ; والنَقيلُ: ضربٌ من السَيْرِ، وهو المداومة عليه. ; والنَقيلَةُ: المرأةُ الغريبةُ يقال: هو ابن نَقيلَةٍ. ابن السكيت: النَقيلَةُ: الرُقْعَةُ التي يُرقعُ بها خُفُّ البعير أو النعلُ، والجمع النقائِلُ. أبو عبيد: يقال نَقَلْتُ ثوبي نَقْلاً، إذا رقَعْتهُ. ; وأنْقَلْتُ خفِّي، إذا أصلحته. ; وكذلك نَقَّلْتُهُ تَنْقيلاً. يقال: نَعْلٌ منقلة. ; والتنقل: التحول. ; ونقله تنقيلا، إذا أكثر نقلهُ. ; والمُنَقِّلَةُ بكسر القاف: الشَجَّةُ التي تُنَقِّلُ العَظْمَ، أي تكسره حتَّى يخرجَ منها فَراشُ العظامِ. ; ومُناقَلَةُ الفرسَ: أن يضع يده ورجله على غير حَجَرٍ لحُسْنِ نَقْلِهِ في الحِجارة. قال جرير: من كلِّ مُشْتَرِفٍ وإنْ بَعُدَ المَدى ضَرِمِ الرِقاقِ مُناقِلِ الأَجْرالِ والنِقالُ أيضاً: أن تشرب الإبلُ نَهَلاً وعَللاً بنفسها، من غير أحدٍ. ; وقد نَقَلْتُها أنا. ; ويقال: فرسٌ مِنْقَلٌ. ; وقال الشاعر [[عدى بن زيد.]] يصف فرساً: فنَقَلْنا صُنْعَهُ حتَّى شَتا ناعِمَ البالِ لَجوجاً في السَنَنْ والناقِلَةُ من الناس: خِلافُ القُطَّانِ. ; والأَنْقِلاءُ: ضربٌ من التمر بالشأم."
نقه,نَقِهَ من مرضه بالكسر نقها، مثل تعب تعبا، وكذلك نقه نقوها، مثل كلح كلوحا، فهو ناقِهٌ، إذا صحَّ وهو في عقب علَّته. ; والجمع نُقَّهٌ. ; وأَنْقَهَهُ الله. ; ويقال أيضاً: نَقِهَ الكلامَ نَقَهاً، ونَقَهَهْ بالفتح نَقَهاً، أي فهمه. ; وفلان لا يَفْقَهُ ولا يَنْقَهُ. ; والاسْتِنْقاهُ: الاستفهامُ. ; وانْقِهْ لي سمعك، أي أرعنيه.
نكأ,"نَكَأْتُ القَرْحَةَ أَنْكَؤُها نَكْأً، إذا قشرتها. ; وقال متمم بن نويرة [[وصدره: ; قعيدك أن لا تسمعينى ملامة * ومعنى قعيدك من قولهم قعدك الله إلا فعلت، يريدون نشدتك الله إلا فعلت.]] : ; ولا تَنْكَئي قَرْحَ الفؤادِ قييجعا * وقولهم: هنئت ولا تنكأ، أي: هُنَّأَكَ الله بما نلتَ، ولا أصباك بوجع. ; ويقال: "" ولا تنكه ""، مثل: أراق وهراق."
نكب,أبو زيد: نَكَبَ عن الطريق يَنْكُبُ نُكوباً، أي عدلَ. ; ونَكَبَ على قومه يَنْكُبُ نِكابَةً، إذا كان مَنْكِباً لهم يعتمدون عليه، وهو رأس العرفاء. ; ونَكَبَتْهُ الحِجارَةَ نَكْباً، أي لَثَمَتْهُ وخَدَشَتْهُ. ; والنَكيب: دائرة الحافر والخفّ. قال لبيد: وتَصُكُّ المَرْوَ لمَّا هَجَّرَتْ * بنَكيبٍ مَعِرٍ دامي الأظَلّ ونَكَبَ كنانته نكبا: كبها. ; ونكبه تنكيبا، أي عدل عنه واعتزله. ; وتَنَكَّبه، أي تجنَّبه. ; وتنكَّبَ القوسَ، أي ألقاها على منكِبِه. ; والنَكْبَةُ: واحدة نَكَباتِ الدهر. تقول: أصابته نَكْبة. ; ونُكِبَ فلان فهو منكوب والمَنْكِبُ: مجمعُ عظم العَضُدِ والكَتِفِ. ; والمَناكب أيضاً في جناح الطائر: أربع بعد القوادم. ; والمَنْكِبُ من الأرض: الموضع المرتفع. ; والنكباء: الريح الناكبة التي تَنْكُبُ عن مهابِّ الرياحِ القُوَّمِ. ; والنُكْبُ في الرياح أربعٌ: فنَكْباءُ الصبَا والجنوب تسمَّى الأزْيَبَ، ونَكباءُ الصبا والشمالِ تسمَّى الصابية وتسمَّى النُكَيْباءَ أيضاً، وإنَّما صغَّروها وهم يريدون تكبيرها لأنَّهم يستبردونها جدًّا. ; ونَكْباءُ الشمالِ والدَبورِ قرَّة، تسمَّى الجِرْبِياء، وهي نيِّحَةُ [[قوله نيحة، بشد الياء كسيدة، يعنى التى تناوحها إى تقابلها. يقال تناوح الشجر، إذا قابل بعضه بعضا.]] الأزْيَبِ. ; ونَكْباءُ الجنوب والدَبورِ حارَّةٌ تسمَّى الهَيْفَ وهي نَيِّحَةُ النُكَيباء، لأنَّ العرب تُناوِحُ بين هذه النُكْبِ، كما ناوَحوا بين القُوَّمِ من الرياح. ; والنكب بالتحريك: الميل في المشى. ; والنكب: داء يأخذ الإبل في مناكبها فتظلَعُ منه وتمشي منحرِفة. يقال نَكِبَ البعير بالكسر يَنْكَبُ نَكَباً، فهو أنْكَبُ. قال العدبَّس: لا يكون النكَب إلا في الكتِف. قال الشاعر [[رجل من فقعس.]] : فهلاَّ أعدُّوني لمِثْلي تَفاقَدوا * إذا الخَصْمُ أبْزى مائِلُ الرأسِ أَنْكَبُ وهو من صفة المتطاول الجائر. ; والأَنْكَبُ: الذي لا قوس معه.
نكت,النَكْتُ: أن تَنْكُتَ في الأرض بقضيبٍ، أي تضرب بقضيب فتؤثِّر فيها. ; ويقال أيضاً: طعنه فنَكَتَهُ، أي ألقاه على رأسه، فانتكت هو. ; ومر الفرس ينكت، وهو أن ينبو عن الأرض. ; والنكتة كالنقطة. ; ورطبة منكتة، إذا بدا فيها الإرطابُ. قال العدبَّس الكنانيّ: الناكِتُ أن ينحرف مرفق البعير حتَّى يقعَ على الجنب فيخرقه.
نكث,النكث بالسكر: أن تنقض أخلاق الأَكْسِيَةِ والأَخْبية لتُغْزَلَ ثانيةً. ; والنكث أيضا: اسم رجل، وهو بشير ابن النكث. ; ونَكَثَ العهدَ والحبلَ فانْتَكَثَ، أي نقضَه فانتقض. ; والنَكيثَةُ: خُطَّةٌ صعبة ينكُثُ فيها القوم. قال طرفة: ; متى يَكُ عهدٌ للنَكيثَةِ أشهدِ [[وصدره: ; وقربت بالقربى وجدك إنه:]] * وفلانٌ شديد النَكيثَةِ، أي النفس. ; وبلغَ فلانٌ نَكيثَةَ بعيره، أي أقصى مجهوده في السير. ; وقال فلانٌ قولاً لا نَكيثَةَ فيه، أي لا خُلْفَ فيه. ; وطلبَ فلان حاجة ثم انتكث لاخرى، أي انصرف إليها.
نكح,"النكاح: الوطئ، وقد يكون العقدَ. تقول: نَكَحتُها ونَكَحَتْ هي، أي تزوَّجت، وهي ناكِحٌ في بني فلان، أي هي ذات زوج منهم. ; وقال: لَصَلْصَلَةُ اللِجامِ برأسِ طِرْفٍ * أحبُّ إليَّ من أن تَنْكِحيني واسْتَنْكَحَها بمعنى نَكَحَها، وأنْكَحَها، أي زوَّجها. ; ورجلٌ نُكَحَةٌ: كثير النكاح. ; والنُكْحُ والنِكْحُ لغتان، وهي كلمة كانت العرب تتزوَّج بها. ; وكان يقال لأم خارجة عند الخِطبة: خِطْبٌ، فتقول: نُكْحٌ. حتى قالوا: "" أسرع من نكاح أم خارجة ""."
نكد,"نَكِدَ عيشُهم بالكسر يَنْكَدُ نَكَداً: اشتدَّ [[حاشية ع: ونكد الغراب ينكد نكدا، وكدى كأنه يريد أن يقئ شحيجه.]] . ; ونَكِدَتِ الرَكِيَّةُ: قلَّ ماؤها. ; ورجلُ نَكِدٌ، أي عَسِرٌ. ; وقومٌ أنْكادٌ ومَناكيدٌ. ; وناكَدَهُ فلانٌ، وهما يتناكدان، إذا تعاسرا. ; والانكد: المشؤوم. ; وناقة نكداء: مقلات لا يعيش لها ولد فتكثرة ألبانها، لانها لا ترضع. قال الكميت: ووحوح في حِضْنِ الفتاة ضَجيعُها * ولم يَكُ في النكد المقاليت مشخب - ويروى: "" في المكد [[المكد: جمع مكود: الناقة الدائمة الغزر، والقليلة اللبن، ضد.]] ""، وهما بمعنى. ; والانكدان: مازن بن مالك بن عمرو بن تميم، ويربوع بن حنظلة. قال الراجز [[هو بجير بن عبد الله بن سلمة القشيرى.]] : الانكدان مازن ويربوع * ها إن ذا اليوم لشر مجموع -"
نكر,"النُكِرة: ضد المعرفة. ; وقد نَكِرْتُ الرجلَ بالكسر نُكْراً ونُكوراً، وأَنْكَرْتُهُ واسْتَنْكَرْتُهُ، بمعنًى. قال الأعشى: وأنكرتني وما كان التى نكرت [[قوله التى نكرت، كذا في النسخ، ولعل الصواب "" الذى "" قاله نصر. ; وهو كذلك كما في الاغانى في ترجمة بشار. قال: قال يونس حدثنى أبو عمرو بن العلاء أنه صنع هذا البيت وأدخله في شعر الاعشى ج 3 ص 143.]] * من الحوادث إلا الشيبَ والصَلَعا - وقد نَكَّرَهُ فتَنَكَّرَ، أي غيَّره فتغيَّر إلى مجهول. ; والمُنْكَرُ: واحد المَناكِرِ. ; والنَكيرُ والإنْكارُ: تغيير المُنْكَرِ. ; ومنكر ونكير: اسما ملكين. ; ورجل نَكِرٌ ونَكَرٌ [[أي بكسر الكاف وضمها، كما أشار إليه بعده.]] ، أي داهٍ مُنْكَرٌ. ; وكذلك الذي يُنْكِرُ المُنْكَرَ. ; وجمعها أنكار، مثل عضد وأعضاد، وكبد وأكباد. ; والنكر: المنكر. قال الله تعالى: ; (لقد جئتَ شيئاً نكرا) *. ; وقد يحرك، مثل عسر وعسر. قال الشاعر [[هو عبيدة بن همام، كما في الحيوان 4: 376.]] : ; وكانوا أتونى بشئ نكر [[صدره: ; أتونى فلم أرض ما بيتوا * وبعده: لانكح أيمهم منذرا * وهل ينكح العبد حر لحر -]] * والنكراء مثله. ; والنَكارَةُ: الدهاءُ، وكذلك النُكْرُ بالضم. يقال للرجل إذا كان فطناً مُنْكَراً: ما أشدَّ نُكْرَهُ ونَكَرَهُ أيضاً بالفتح. ; وقد نَكُرَ الأمر بالضم، أي صَعُبَ واشتدَّ. ; والانكار: الجحود. ; وناكره، أي قاتله. قال أبو سفيان: "" إنَّ محمداً لم يُناكر أحداً إلا كانت معه الأهوال "". ; والتَناكُرُ: التجاهلُ. ; وطريقٌ ينكور: على غير قصد."
نكز,نَكَزَتِ البئرُ بالفتح تَنْكُزُ نكزا [[ونكوزا أيضا.]] : فنى ماؤها. ; وفيه لفة أخرى: نَكِزَتْ بالكسر تَنْكَزُ نَكَزاً. ; وأَنْكَزَها أصحابها، فهي بئر ناكِزٌ، أي قليلة الماء. قال ذو الرمة: على حِمْيَرِيَّاتٍ كأنّ عيونها * ذِمامُ الركايا أنْكَزَتْها المَواتِحُ * والنَكْزُ: كالغرز بشئ محدد الطرف. قال أبو زيد: نَكَزَتْهُ الحيَّةُ: لسعته بأنفها. فإذا عضَّته بنابِها قيل: نَشَطَتْهُ. قال رؤبة: ; لا توعِدَنِّي حية بالنكز * وقال الاصمعي: نكزه، أي ضربه ودفعه.
نكس,نكست الشئ أنكسه نكسا: قلبته على رأسه فانْتَكَسَ. ; ونَكَّسْتُهُ تَنْكيساً. ; والناكِسُ: المُطأطئ رأسه. ; وجمع في الشعر على نواكِسَ، وهو شاذ على ما ذكرناه في فوارس. قال الفرزدق: وإذا الرجال رَأَوْا يَزيدَ رأَيْتَهُمْ * خَضُعَ الرقابِ نواكِسَ الأبْصارِ * والوِلادُ المَنْكوسُ: الذي تخرج رجلاه قبل رأسه. ; وهو اليتن والمنكس من الخيل: الذى لا يسمو برأسه. ; والنُكْسُ بالضم: عَوْدُ المريض بعد النَقَهِ. ; وقد نُكِسَ الرجل نُكْساً. يقال تَعْساً له ونكسا: وقد يفتح هاهنا للازدواج، أو لانه لغة. ; والنِكْسُ بالكسر: السهم الذي ينكسر فوقه فيُجعل أعلاه أسفله. ; والنِكْسُ أيضا: الرجل الضعيف.
نكش,نَكَشْتُ البئرَ أنْكِشُها بالكسر، أي نَزَفْتُها. ; ومنه قولهم: فلانٌ بحرٌ لا يُنْكَشُ، وعنده شجاعةٌ لا تُنْكَشُ. ; وقال بعضهم: أتوا على عشب فنَكَشوهُ، أي أفنَوه.
نكص,النكوص: الاحجام عن الشئ. ; ويقال: نكص على عقبيه ينكص وينكص، أي رجع.
نكظ,النَكْظَةُ [[بسكون الكاف وفتحها.]] : العَجَلَةُ. ; وقد نَكِظَ الرجل بالكسر، وأنكظه غيره، أي أعجله عن حاجته. ; ونَكَّظَهُ تَنْكيظاً مثله.
نكع,نكعه عن الامر، أي أعجله عنه. ; ويقال رجل هكعة نكعة، للاحمق. ; ونكعة الطرثوث بالتحريك: رأسه، وهو من أعلاه إلى قدر أصبع، عليه قشرة حمراء. ; ورجل أنكع بين النكع، وهو الاحمر الذى يتقشر أنفه.
نكف,النَكَفُ بالتحريك: جمع نَكَفَةٍ، وهي غُدَدَةٌ صغيرةٌ في أصل اللحْي بين الرأدِ وشحمة الأذن. يقال منه: نَكَّفَتِ الإبل فهي منكفة، إذا ظهرت نكفاتها. عن يعقوب. ; وقال أبو الغوث: النَكْفَتانِ [[النكفتان بالضم والفتح وبالتحريك]] اللهْزِمَتانِ. ; والنُكافُ: ورمٌ يأخذ في نَكَفَتَيْ البعير. قال: وهو داءٌ يأخذها في حلوقها فيقتُلها قتلاً ذريعاً. ; والبعير منكوف، والناقة منكوفة. ; وذات نكيف: موضع. ; ويوم نكيف: وقعة كانت بين قريش وبين بنى كنانة. نكفت الغيث وانْتَكَفْتُهُ، أي قطَعْته، وذلك إذا انقطعَ عنك. ; وهذا غيثٌ لا يُنْكَفُ. ; ورأينا غيثاً ما نَكَفَهُ أحد سار يوماً ولا يومين، أي ما أقطعه. ; وفلانٌ بحرٌ لا يُنْكَفُ، أي لا يُنْزَحُ. ; ونَكَفْتُ الدمع أنْكُفُهُ نَكْفاً، إذا نَحَّيتَهُ عن خدِّك بإصبعك. ; ونَكَفْتُ أثره نَكْفاً وانْتَكَفْتُهُ، وذلك إذا علا ظَلَفاً من الأرض لا يؤدي أثراً فاعتَرضته في مكانٍ سهل. ; ونكفت من ذلك الامر بالكسر نَكَفاً، أي اسْتَنْكَفْتُ منه. عن أبى عمرو. ; وقال الفراء: ونكفت بالفتح لغة. ; ونكفت عن الشئ، أي عدلتُ، مثل كَنَفْتُ. ; ويقال ضربَ هذا فانْتَكَفَ فضربَ هذا. ; والانْتِكافُ مثل الانتكاث، ومنه قول أبى النجم: ما بال قلب راجع انتكافا بعد التغرى اللهو والايجافا
نكل,"النِكْلُ بالكسر: القَيْدُ [[وجمعه أنكال، كما في المختار.]] . ; والنِكْلُ أيضاً: حديدةُ اللِجامِ. ; وقال أبو عبيد: النِكْلُ لِجامُ البَريد. ; ورجلٌ نكل ونكل، مثل شبه وشبه، كأنه ينكل به أعداؤهُ. ; ورماهُ اللهُ بنُكْلَةٍ، أي بما يُنَكِّلُهُ. ; ويقال: نَكَّلَ به تَنْكيلاً، إذا جعله نَكالاً وعِبْرَةً لغيرِهِ. ; والمَنْكَلُ: الذي يُنَكِّلُ بالإنسانِ. ; وقال: ; وارْمِ على أَقْفائهِمْ بالمَنْكَلِ [[بعده: ; بصخرة أو عرض جيش جحفل * وفي اللسان: "" فارم "" و "" بمنكل "".]] * ونَكَلَ عن العَدُوِّ وعن اليمينِ يَنْكُلُ بالضم، أي جَبُنَ. ; والناكِلُ: الجبان الضعيف. ; وقال أبو عبيدة: نكل بالكسر: لغة فيه. ; وأنكره الاصمعي. ; وفي الحديث: "" إن الله يحب النكل على النكل "" بالتحريك، يعني الرجلَ القويَّ المجرَّبَ على الفرس القوى المجرب."
نكه,"النَكْهَةُ: ريحُ الفم. ; ونَكِهْتُهُ: تشممت ريحه. ; وقال: (284 - صحاح - 6) نكهت مجاهدا [[صوابه: "" مجالدا "". ; وقد رواه في (نجا) : "" نجوت مجالدا "".]] فوجدتُ منه * كريحِ الكلبِ ماتَ حديثَ عَهْدِ واسْتَنْكَهْتُ الرجل فَنَكَهَ في وجهي يَنْكِهُ ويَنْكَهُ نَكْهاً، إذا أمرتَه بأن يَنْكَهَ، لتعلَمَ أشاربٌ هو أم غير شاربٍ. ; والنكَّهُ بالضم من الإبل: التي ذهبتْ أصواتُها من الإعياء والضَعف، وهى لغة تميم في النقه. ; ونُكِهَ الرجل: تغيَّرتْ نَكْهَتُهُ من التُخْمة. ; ويقال في الدعاء للإنسان: هُنِّئْتَ ولا تُنْكَهْ، أي أصبت خيرا ولا أصابك الضر."
نكى,نكيت في العدو نكاية، إذا قتلتَ فيهم وجَرحت. قال أبو النجم: ; نَنْكي العِدا ونُكْرِمُ الاضيافا [[قبله: ; نحن منعنا واديى لصافا:]] * (*)
نما,"نَما المالُ وغيره يَنْمي نَماءً، وربَّما قالوا يَنْمو نُمُوًّا، وأنماه الله. قال الكسائي: ولم أسمعه بالواو إلا من أخوين من بنى سليم، ثم سألت عنه بنى سليم فلم يعرفوه بالواو. ; وحكى أبو عبيدة: نَما يَنْمو ويَنْمي. ; وفي الحديث: "" لا تمثّلوا بنامِيَةِ الله ""، يعني الخلق، لأنَّه يَنْمي. ; ونَمَوْتُ إليه الحديثَ فأنا أَنْموهُ وأَنْميهِ، وكذلك هو يَنْمو إلى الحسب ويَنْمي. ; ونميت الشئ على الشئ: رفعته. ; ومنه قول النابغة: ; وانم القتود على عيرانة أجد [[صدره: ; فعد عما ترى إذ لا ارتجاع له * فعد عما ترى، أي انصرف عنه. ; وانم القتود، قال أبو بكر: قال أبو جعفر: كان بعض النحويين يقول: نما المال، ونماه الله، ويحتج بهذا البيت أنه قال وانم القتود بألف موصولة غير مقطوعة. ; والصحيح أنم، أراد عل القتود، أي ارفعها. ; والقتود: خشب الرحل، واحدها قتد. ; والعيرانة: الناقة الشبيهة بالعير في صلابتها. ; والاجد الموثقة الخلق.]] * وتقول: نَمَيْتُ الحديث إلى فلان نَمْياً، إذا أسندتَه ورفعتَه وكذلك نَمَيْتُ الرجل إلى أبيه نَمْياً: نسبته إليه. ; وانْتَمى هو: انتسب. قال الأصمعيّ: نَمَيْتُ الحديث مخفَّفاً نَمْياً، إذا بلَّغته على وجه الإصلاح والخير، وأصله الرفع. ; ونَمَّيْتُ الحديث تَنْمِيَةً، إذا بلَّغته على وجه النميمة والإفساد. ; ونَمَّيْتُ النار تَنْمِيَةً، إذا ألقيتَ عليها حطباً وذكَّيتها به. ; ونَمى الخِضابُ والسعرُ: ارتفع وغلا، فهو يَنْمي. ; وتقول: رَميت الصيدَ فأَنْمَيْتُهُ، إذا غابَ عنك ثمَّ مات. ; وفي الحديث: "" كُلْ ما أَصْمَيْتَ ودَعْ ما أَنْمَيْتَ "". ; والنامي: الناجي. قال التغلبي: وقافيةٍ كأنَّ السُمَّ فيها * وليسَ سَلِيمها أبداً بِنامي صرفتُ بها لسانَ القومِ عنكم * فخرَّتْ للسنابك والحوامي وقول الاعشى: ; لا يتنمى لها في القيظ يهبطها [[عجزه: ; إلا الذين لهم فيما أتوا مهل:]] * (*) قال أبو سعيد: لا يعتمد عليها."
