word,definition
لاشى,لاَشَى يُلاَشِي لاَشِ مُلاَشاةً :- ـه اللهُ: أفناه، أي جعله لا شيءَ؛ لاشى مالَه في المجون.
لاص,لاَصَ يَلُوصُ لُصْ لَوْصاً [ لوص]:- الشّيْءَ بعينه: لَمَحَ من خلل باب ونحوه؛ لاَصَ اللصُّ صندوقَ الحديد في الغرفة المُقْفَلَة.- عنه: حاد؛ لاصَ عن طريق الصواب.- الشّيْءَ: أراغه أو حرّكه لينتزعه؛ لاصَ سِدادة القارورة.
لاصق,لاصَقَ يُلاصِقُ مُلاَصَقَةً :- ـه: لازَقَه؛ هذا الورق يلاصق الجدران.
لاط,لاَطَ يَلُوطُ لُطْ لَوْطاً [ لوط]:- الشّيْءُ بالشّيْءِ: لصق به؛ لاط المنظر الطبيعيُّ بقلبي، أي أحببتُه.- ـه به: ألحقه به ونسبه إليه؛ تبنّى الرجلُ ولداً ولاطه به.- ـه بعين أو بسهم: أصابه به.- الشّيْءَ: أخفاه؛ لاطت مَصاغها في مكان لا تصل إليه يد.
لاط,لاَطَ يَلِيطُ لِطْ لَيْطاً [ ليط]: لاَطَ لَوْطاً.- به: لاق به؛ هوشخص لا يليطُ به النعيم.- اللهُ الشخصَ: لعنه.
لاط,لاَطَ يَلُوطُ لُطْ لِوَاطاً ولِوَاطَةً [ لوط]: فعل ما كان يفعله قومُ لوطٍ من مباشرة الذّكور.
لاطس,لاَطَسَ يُلاَطِسُ مُلاَطَسَةً :- ـه: لاطمه به؛ لاطس الولدُ قِرنَه.
لاطف,لاَطَفَ يُلاَطِفُ مُلاَطَفَةً :- ـه: بارّه ورفق به؛ إِنه يحبُّ الأطفالَ ويلاطفهم.- ـه: ألان له القول؛ لم يوبّخه على ما فعل بل لاطفه فأخجله.
لاطم,لاَطَمَ يُلاَطِمُ مُلاَطَمَةً ولِطَاماً :- ـه: لطم أحدُهما الآخر، أي ضرب خدّه بالكفِّ مبسوطةً؛ اشتدّت الرِّيحُ ولاطمت أمواج البحر بعضُها بعضاً.
لاظ,لاَظَ يَلُوظُ لُظْ لَوْظاً [ لوظ]:- ـه: طرده وقد دنا منه؛ لا تَلُظ السائل.- ـه: عارضه؛ لاظه في الرأي.
لاظ,لاَظَّ يُلاَظُّ مُلاَظَّةً ولِظَاظاً :- في الحرب: واظب ولزم القتال؛ لاظَّ في القتال حتَّى آخر ما عنده من ذخيرة.
لاع,لاَعَ يَلِيعُ لِعْ لَيْعاً ولَيَعَاناً [ ليع]: جزع؛ لاع حين سمع بإعلان الحرب.-: حزن؛ لاع لفقد ابنه،- لَيْعاً ولَيَعَاناً ولَيْغةً: ضجر؛ لاع من سماع الحديث المكرور.- الجوعُ الشخصَ لَيْعَةً: أحرقه.
لاع,لاَعَ يَلُوعُ لُعْ لَوْعا [ لوع]:- ـه: أمرضه أو أحرقه؛ لاعه الحُبُّ/ لاعه الحزنُ أو الشوقُ أو الهمُّ.- ته الشمسُ: لَوَّحتْه وغيّرت لونه.
لاعب,لاَعَبَ يُلاَعِبُ مُلاَعَبَةً :- ـه: لعب معه؛ لاعب الوالدُ أطفالَه.
لاعج,لاَعَجَ يُلاَعِجُ مُلاَعَجَةً :- ـه الأَمرُ: اشتدَّ عليه وأقلقه؛ لاعجه الهَمُّ.
لاعن,لاَعَنَ يُلاَعِنُ مُلاَعَنَةً ولِعَاناً :- الرجلُ زوجتَه: برّأ نفسه باللِّعانِ من حَدِّ قذفها بالزِّنى، واللِّعان هو أن يُقسم أربع مرات على صدقه في قذف زوخته بالزِّنى والخامسة باستحقاقه لعنة الله إن كان من الكاذبين.- الحاكمُ بينهما: حكم بينهما باللِّعان.
لاغ,لاغَ يَلِيغُ لِغْ لَيْغاً [ليغ]:- ـه الشّيْءَ: راوده عنه لينتزعه؛ لاغه اللّوحةَ الفنَيةَ التي يمتلكها.
لاغز,لاَغَزَ يُلاَغِزُ مُلاَغَزَةً :- ـه: كلَّمه بطريقة الألغاز المعمّاة غير المفهومة؛ لاغز صديقه والناسُ من حولهما لا يفهمون ما يُقال بينهما.
لاغف,لاَغَف يُلاَغِفُ مُلاَغَفَةً :- ـه: صادقه؛ ما كاد يتعرّفه حتى لاغفه.- المرأةَ: قبَّلها.
لاغى,لاَغَى يُلاغِي لاَغِ مُلاَغَاةً [لغو]:- ـه: مازحه؛ يُحِبُّ الوالدُ أن يلاغيَ أولاده.
لاف,لاَفَ يَلُوفُ لُفْ لَوْفاً [لوف]:- الطعامَ: أكله أو مضغه؛ ظلَّ النَّهِمُ يَلُوفُ الطعامَ بعد أن شبع الجميع.- ت الدَّابَّةُ الكلأَ: أكلته يابساَ.
لاف,لاَفَ يَلِيفُ لِفْ لَيْفاً [ليف]. لاف يَلُوفُ.
لاف,لاَفَّ يُلاَفُّ مُلاَفَّةً :- القومُ القومَ. اختلطوا بهم؛ لافَّ الطلاّبُ الأساتذةَ والريفيُّون أهلَ المدن في المسيرة الكبيرة.- الصقرُ الصَّيْدَ: التفَّ عليه وجعله تحت رجليه؛ لافَّ الطيَّارُ طائرةَ عدوِّه، أي التفَّ عليها وجعلها تحت طائرته ليتمكّن من قذفها.
لاق,لاَقَ يَلِيقُ لِقْ لَيْقاً [ليق]:- ت الدواةُ: لصق المدادُ بها.- الشّيْءَ. لاقَه يَلُوقُه، أي ليّنه.- الشيءُ: استقرّ؛ لا تليق بكفِّه النقودُ/ لاقَ الدواةَ، أي أصلح مدادها.
لاق,لاَقَ يلِيقُ لِقْ لَيْقاً ولَيَقَاناً ولَيَاقاً [ليق]: - الشّيْءُ به: لصق لاق حبُّها بالقلب/ لا يليقُ بك هذا الأمرُ، أي لا يحسنُ حتى يلصق بك أويُنسب إليك/ لا يليق الشابُّ بمكانٍ ، أي لا يثبت.- به الثوبُ: ناسبه.
لاق,لاَقَ يَلُوقُ لُقْ لَوْقاً [لوق]:- الشّيْءَ: ليَّنه؛ لاق الصّلصَالَ/ لاق الدواةَ، أي ليَّن مِدادها.-: استقرَّ وبقي؛ لا يلوق هذا العاملُ بمعمل.
لاقس,لاَقَسَ يُلاَقِسُ مُلاَقَسَةً :- ـه: عابه ولقَّبَهُ بألقابٍ رديئة؛ ما عهدْتُك مِمَّن يلاقسون الناس.
لاقط,لاَقَطَ يُلاقِطُ مُلاَقَطَةً ولِقَاطاً :- ـه: حاذاه؛ لاقط الناسُ القظارَ أوَّل تحرُّكه مودّعين الرُّكابَ.
لاقى,لاَقَى يُلاَقِي لاَق مُلاَقَاةً ولِقَاء [لقي]: - ـه: قابله وصادفه؛ لاقى صديقه في الطريق.- ـه: وجده؛ لاقى آذاناً صاغيةً/ لاقى صعوبةً في الموضوع/ لاقت البضاعةُ َروَاجاً.- بين اثنَين: وصل بينهما بعد القطيعة؛ لاقى بين الخصمَين وصالحهما/ لاقى بين طرفي القضيب.- الله: تُوُفِّي.
لاك,لاَكَ يَلُوكُ لُكْ لَوْكاً [ لوك]:- الشّيْءَ: أداره في فمه؛ لاَكَ اللاَّدَنَ/ لاك اللُّقمةَ/ يلوكُ هذا الشخصُ أعراضَ الناس، أي يطعن في أعراضهم ويقع فيهم بالعيب والتنقيص.
لاكد,لاَكَدَ يُلاَكِدُ مُلاَكَدَةً :- الأغلالَ: عالجها؛ لاكد الأسيرُ أغلاله ظانّاً أنه يستطيع حَلَّها/ لاكد الشخصُ قيدَه، أي مشى فنازعه القيدُ خُطَاه.- ـه: لازمه؛ يُلاكِدُ الابنُ أباه في في العمل ليتعلَّم منه.
لاكز,لاَكَزَ يُلاَكِزُ مُلاَكزَةً :- ـه: لكز كلُّ منهما الآخر، أي ضربه بجمع الكَفِّ؛ وبَّخت المعلِّمةُ الولدَ الذي كان يلاكِزُ زميله في المدرسة.
لاكم,لاَكَمَ يُلاَكِمُ مُلاَكَمَةً :- ـه: لَكَم كلٌّ منهما الآخر، أى ضربه بجُمع كَفِّه؛ لاَكَمَ الملاكِمُ الشهيرُ خصمَه في الحَلْبَة للمرَّة الأخيرة قبل أن يعتزل.
لام,لاَمَ يَلُومُ لُمْ لَوْماً ومَلاَماً ومَلاَمَةً [ لوم]: - ـه: عذله، أي كدَّره بكلامٍ لما قام به من عمل أوقول غيرمُلائمَين: لا تَلُمْ كفِّي إِذَا السَّيْفُ نبا ** صَحَّ منّي العزمُ والدَّهْرُ أَبَى. وَمَا كَانَ لي عَلَيْكمُ مِنْ سُلْطَانٍ إِلاَّ أَنْ دَعَوْتُكُمْ فَاسْتَجَبْتُمْ لِي فَلاَ تَلُومُونِي وَلُومُوا أَنْفُسَكُمْ.- الشخصَ: أَخْبَرَ بأمره.
لامح,لاَمَحَ يُلامِحُ مُلاَمَحَةً :- ـه: خالسه النّظر؛ أخذ الولد يُلامحُ أباه بين الجالسين ليتبيَّن إذا كان غاضباً.
لامز,لامزَ يُلاَمِزُ مُلاَمَزَةً :- ـه: لاغزه وحاجاه؛ ظَلَّ واحدهما يلامز الآخر طوال السَّهرة وما غلب أيُّ واحدٍ منهما الآخَر في الملامزة.
لامس,لاَمَسَ يُلاَمِسُ مُلاَمَسَةً :- الشّيْءَ: مَسَّه؛ لاَمَسَ الطبيبُ مكان الجُرح برفق.- المرأةَ: جامعها.
لان,لاَنَ يَلِينُ لِنْ لِيناً ولَيَانا [ لين]:- الشّيْءُ: صار قابلاً للانثناء، ضدّ صَلُبَ؛ لان الحديدُ بعد تسخينه جيّداً.-: سَهُلَ وانقاد؛ هو إنسانٌ صعبٌ لا يلين/فَبِمَا رَحْمَةٍ مِنَ اللهِ لِنْتَ لَهُمْ.
لاه,لاَهَ يَلِيهُ لِهْ لَيْهاً [ ليه]:- الشّيْءُ: علا وارتفع؛ لاه سورُ الحديقة حتى لم يعد يُرى منها شيء للسائر في الطريق.-: تستَّر؛ لاهت المرأةُ بخمارها.
لاه,لاهَ يَلُوهُ لُهْ لَوْهاً ولَوَهانَاً [ لوه]:- السرابُ: اضطربَ وبرق؛ لاه السرابُ فظننّاه ماءً.
لاهس,لاَهَسَ يُلاَهِسُ مُلاَهَسَةً :- على الشّيْءِ: بادر إِليه وازدحم عليه حرصاً وطمعاً؛ لاهس النَّهِمُ على الطعام/ يلاهسُ فلانٌ بني فلان، أي يغشى طعامهم.
لاهى,لاَهَى يُلاَهِي لاَهِ مُلاهَاةً [ لهو]:- الشّيْءَ: داناه وقاربه؛ لاهى الطفلُ الطعام.- ـه: نازعه؛ لاهاه على قطعة الأرض المزروعة.- ـه: فعلى به مثلَ ما فعل به من المعروف.
لاوذ,لاَوَذَ يُلاَوِذ لِوَاذاً ومُلاَوَذَةً :- بالشّيْءِ: لاذ، أي التجأ واعتصم؛ لاوذ بداره هروباً من حرّ الشمس.- القومُ: لاذ بعضُهم ببعضٍ.- الشخصُ: راوغ وحادَ؛ لاوذ المتَّهمُ في إجابته عن سؤال القاضي/ خيُره ملاوذٌ، أي لا يجيء إلاّ بعد كدّ.
لاوص,لاَوَصَ يُلاَوِصُ مُلاَوَصَةً :لاَص، نظر من خلل باب ونحوه.- إليه: نظر كأنّه يختل ليرومَ أمراً؛ لاوص النَّشَّالُ إلى حقيبة المرأة في الحافلة العامّة.- الشخصَ: خادعه وتملّقه؛ لا تلاوِصْ مديرَك فهو يميّز بين الصادق والكاذب.- الشجرةَ: نظر يَمنةً وَيسرة كيف يضربُها ليقطعها أو يقلعها.
لاوم,لاَوَمَ يُلاَوِمُ مُلاَوَمَةً ولِوَاماً :- ـه: لام أحدهما الآخر؛ لاوم كلٌّ منهما الآخر لتقصيره فى زيارته.
لاوى,"لاَوَى يُلاَوِي لاَوِ مُلاَوَاةً [ لوي]:- ت الحيَّةُ الحيَّةَ: التوت عليها.-: قال ""لا""؛ ما كاد الطفلُ يتعلّم كلمة ""لا"" حتى صار يُلاوي كلَّما طُلب منه أمر.- ـه: خالفه؛ لاواه في الرّأي."
لايل,لاَيَلَ يُلاَيِلُ مُلاَيَلَةً : - ـه: استأجره لليلة واحدة أوَ عامله ليلةً ليلةً مثل المياومة والمشاهرة؛ لايل الناجر الحارسَ الليليَّ لمخزنه.
لاين,لاَيَنَ يُلاَيِنُ مُلاَيَنَةً وَلِيَاناً :- ـه: لاطفه وعامله برِقّة؛ لاين الطبيبُ الولدَ المريضَ.- ـه: داهنه؛ لاين المرؤوسُ رئيسه.
لبأ,لَبَأَ يَلْبَأْ لَبْئاً :- الشاةَ: احتلب لِبَأَها، واللِّبأْ هو أول اللبن عند الولادة، قبل أن يرقّ.- القومَ: أطعمهم اللِّبَأَ.- اللِّبَأَ: أصلحه وطبخه.- الفرسَ أو الزرعَ: سقاه أَوَّلَ سقي.- من الطعام: أكثر منه؛ لَبَأ من الطعام حتى أصيب بالتُّخَمَة.
لب,لَبَّ يَلِبُّ لِبَّ أو اِلْبِبْ لَبَابَةً : صارَ ذا عَقْل؛ لَبَّ الغلامُ حين شبَّ.- ت الثمرةُ: صارت ذات لُبٍّ أي امتلأ داخلُها.
لب,لَبَّ يَلُبُّ لُبَّ أو اُلْبُبْ لَبّاً ولُبُوباً :- بالمكان: أقام به ولزمه؛ لَبَّ بداره حين سقط الثلج.- اللَّوزَ: كسره واستخرج. لُبَّه.- الشخصَ: ضرب لُبَّتَه، وهي موضع القلادة من العنق.
لبأ,"لَبَّأَ يُلَبِّيءُ تَلْبئَةً :- الشخصُ بالحجّ: قال ""لَبَّيْكَ"".- تِ النَّاقةُ: وقع اللِّبَأُ، وهو أول اللَّبن، في ضرعها."
لبب,لَبَّبَ يُلَبِّبُ تَلْبِيباً :- الحَبُّ: صار له لُبٌّ يؤكل.- ـه: أَخذه بتلبيبه، أي جمع ثيابه عند صدره ونحره في الخصومة وجرّه.
لبث,لَبَّثَ يُلَبِّثُ تَلْبِيثاً : انتظر؛ لَبَّثَ في المحطّة حتى وصَل القطار.
لبد,لَبَّدَ يُلَبِّدُ تَلْبِيداً :- الشّيْءَ بالشّيْءِ: ألصقه به إلصاقاًَ شديداً؛ لَبَّدَ المطرُ والندى الأرضَ، أي ألصق ترابها بعضه ببعض/ لبّد شعرَه، أي ألصقه بشيءٍ لزج.- الصُّوفَ: لَبَده، أي نفشه وبَلَّه بماء.
لبس,لَبَّسَ يُلَبِّسُ تَلْبِيساً : ـالأَمرُ: التبس ولم يعد واضحاً؛ لَبَّسَت المسألةُ عليه فلم يعرف كيف يحلّها.- الشخصُ: دَلَّسَ؛ لَبَّس الحقيقة على المحقَّق.- عليه الأَمرَ: خلّطه.
لبق,لَبَّقَ يُلَبِّقُ تَلْبِيقاً .- الشّيْءَ: خلطه وليَّنه؛ لَبَّقَ العجينَ أو الثريدَ.
لبك,لَبَّكَ يُلَبِّكُ تَلْبيكاً : بالغ في اللَّبْكِ، أي الخَلْط؛ لَبَّكَ الَدَّقيق بالزُّبد.
لبن,لَبَّنَ يُلَبِّنُ تَلْبِيناً : اتَّخذ اللَّبِنَ وصنعه للبناء.- القَميصَ. جعل له لبِنتين أي بنيقتين؛ خاط القميص وبقي عليه أن يلبِّنه.
لبى,"لَبَّى يُلَبِّي لَبِّ تَلْبِيَةً [لبي]:- الشخصَ أو النداءَ: استجاب له؛ لَبَّى نداءَ الواجب/ لبَّى رغباتِهِ/ لَبَّى طلَبه/ لَبَّى داعيَ ربَّه، أي تُوفَي.- في الحجِّ: قال ""لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ""."
لبيك,لَبَّيْكَ : مصدرٌمنصوبٌ ثُنِّي على معنى التأكيد وأضيف إلى كاف الخطاب، ومعناه لزوماً لطاعتك واتِّجاهاً إليك.
لبث,لَبِثَ يَلْبَثْ لَبْثاً ولُبْثاً .- في المكان. مكَث وأقام فَلَبِثَ في السِّجْنِ بِضْعَ سِنِينَ/ ما لبث أن فعل كذا، أي ما أبطأ أو، تأخّر عن فعله.
لبخ,لَبَخَ يَلْبَخُ لُبُوخاً :- جسدُه: كثر لحمُه؛ لبخت الدابَّةُ لكثرة ما غُلِفَتْ.
لبخ,لَبَخَ يَلْبَخُ لَبْخاً :- ـه: شتمه أو ضربه؛ لا تلبخ الولدَ أمامَ أقرانه.- ـه: قتله.
لبد,لَبَدَ يَلْبُدُ لُبُوداً :- في المكان: أَقامَ به؛ يلبد العجوز في داره وقت البرد الشديد.- الصوفُ: ركب بعضُه بعضاً.- الشّيْءُ بالأرضِ: لزق؛ لبد الإسمنت بالأرض.
لبد,لَبَدَ يَلْبِدُ لَبْداً :- الصوفَ: نفشه ثم بَلَّه وراكبَ بعضَه على بعض.
لبد,لَبدَ يَلْبَدُ لَبَداً :- بالمكانِ: أقام به؛ جعله الرُعْبُ يلبَد في مكانه من غير حَراك.
لبس,لَبَسَ يَلْبِسُ لَبْساً :- عليه الأمرَ: خلطه عليه حتى لا يعرفَ حقيقَته وَلاَ تَلْبِسُوا الْحَقَّ بِالبَاطِلِ.
لبس,لَبِسَ يَلْبَسُ لُبْساً :- الثوبَ: ارتداه أو اسَتتر به؛ لبسَ الجنديُّ اللِّباسَ العَسكريّ/ لبْس الحياءَ.- الناسَ: عاش معهم؛ لبس الرجلُ زوجتَه عُمُرَه/ لبسه على ما فيه، أي احتمله وقبله/ لبستُ على الحديث أُذني، أي تصاممتُ عنه/ كان لابساً أذنيه، أي متغافلاً/ لبس له جلدَ النّمر، أي كان كالنمر في معاملته.
لبط,لَبَطَ يَلْبِطُ لَبْطاً :- ـه: صرعه؛ لبط به الأرضَ، أي فسرب به الأرض وصرعه.- البعيرُ: خبط بيده وهو يعدو.
لبق,لَبُقَ يَلْبُقُ لَبَاقَةً : لَبِقَ.
لبق,لَبِقَ يَلْبَقُ لَبَقاً :- الشخصُ: ظَرُفَ؛ لبق الشابُّ في حديثة وتصرّفه.-: أحكم العمل وحذق فيه؛ لبق الحِرَفيُّ في حفر الخشب وتزيينه.- الثوبُ به: لاق به؛ لبق القميُص الأحمر بالفتاة الشقراء.
لبك,لَبَكَ يَلْبُكُ لَبْكاً :- الشّيْءَ أو الأَمرَ: خلطه؛ لبكَ اللغة الفضيحة بالعامِّيَّة في كتابته.
لبك,لَبِكَ يَلْبَكُ لَبَكاً :- الأمرُ: اختلط والتبس؛ لبكت عليه حقيقة الأمور.
لبن,لَبَنَ يَلْبُنُ لَبْناً :- ـه: سقاه اللَّبَنَ؛ لبنت الأمُّ طفلَها.
لبن,لَبِنَ يَلْبَنُ لَبَناً :- ت المرأةُ أو الناقة: نزل اللَّبَنُ في ثديها أو ضرعها.
لبي,لَبِيَ يَلْبَى اِلبَ لَبْياً :- من الطعام: أكثر منه؛ لبي من الطعام حتى أصيب بالتَّخَمة.
لتأ,لَتَأَ يَلْتَأُ لَتْئاً :- ـه في صدره: دفعه؛ لتأه في صدره فأوقعه على قفاه.- ـه بسهم أو حجَر: رماه به؛ لتأه بحجر فشجّه.- الشّيْءَ بعينه: حدّد إليه النظر.- الشّيْءَ: نقصه؛ لتأ البائعُ الوزنَ.
لتب,لَتَبَ يَلْتُبُ لَتْباً :- ـه وعليه: لازمه؛ لتب الولدُ أُمَّه في السُّوق.- ثوبَه: أدام لُبسه كأنه لا يريد خلعه.
لتب,لَتَبَ يَلْتُبُ لُتُوباً : لَصِق؛ لتب الطابَعُ الرسميُّ بالورقة.- في الشيءِ: ثبت؛ لتب المسمارُ في الجدار.
لت,لَتَّ يَلُتُّ لُتَّ أو اُلْتُتْ لَتاً :- الشّيْءَ: خلطه بسمن اوغيره؛ لَتَّ العجينَ بشيءٍ من ماء/ هو يَلُتُّ ويعجن، أي يثرثر ويبدئ ويعيد في الكلام.- الشّيْءَ: فتَّه وسحقه؛ لَتَّ الخبزَ اليابسَ.
لتح,لَتَحَ يَلْتَحُ لَتْحَاً :- ـه: ضرب جسده أو وجهه فأثر فيه من غير جرح شديد.- عينَه: ضربها ففقأها.- ـه ببصره: رماه به؛ لتحه بنظرة اشمئزاز.- ـه: ما ترك عنده شيئاً إلاّ أخذه؛ لتحه الموظّف المكّفُ بالحجز على أمواله.
لتح,لَتِحَ يَلْتَحُ لَتَحاً : جاع؛ لَتِحَ الذين صاموا عن الطعام احتجاجاً.
لث,لَثَّ يَلِثُّ لِثَّ أو إلثِثْ لَثّاً :- في المكان: أقام؛ لَثَّ في المصيف أيامَ الحَرّ/ لثَّ المطرُ، أي. دام أياماً لا يقلع.- عليه: ألحَّ؛ لثَّ عليه في السؤال.
لثق,لَثَّقَ يُلَثِّقُ تلْثيقاَ :- الشّيْء أفسده؛ لثَّقَ الحرُّ الطعامَ.
لثم,لَثَّمَ يُلَثِّمُ تلْثيماَ :- ـه: حعل عليه اللِّثام.- الإبريقَ. لثمه، أقي شدَّ الفِدَامَ على بعض رأسه وترك بعضه للنَّفَس.
لثغ,لَثِغَ يَلْثَغُ لَثَغاَ : تحوّل لسانه من حرف إلى حرف؛ كقلب السين ثاءً والرّاء غيناً ؛ لا يستطيع من يلثغ أن يكون مدرِّساً للُّغة العربية.
لثق,لَثِقَ يَلْثَقُ لَثَقاً :- اليومُ: ركدت ريحُه وكثر نداه.- الشّيْءُ: ندي؛ لَثقت الأرضُ/ لَثِق الطائر، أي ابتلَّ ريشه.
لثلث,لَثْلَثَ يُلَثْلِثُ لَثْلَثَةً :- فىِ المكان: أقام؛ لثلث فىِ الفندق لأيام متعدّدة.- الغيمُ: تردّد فى مكان كلّما ظنت أنه ذهب جاء/ لثلث الشحصُ في اختيار السِّلعة، أي تردّد.- الشّيْءَ في التراب: مَرَّغه.- كلامَه وفيه: لم يُبَيِّنْه؛ أخذ يُلثلث في كلامه لشدّة خوفه.- ـه عن حاجته: حبسه عنها؛ لثلثه سقوط الثلج عن السَّفر.- عليه: أَلَحَّ؛ لثلث عليه في طلب المال/ لَثلِثُوا بنا، أي روِّحوا قليلاً.
لثم,لَثِمَ (بفتح الثاء وكسرها )يَلْثِمُ (بفتح الثاء وكسرها )لَثْماً :- ـه: قَبَّله؛ لثمت الأمّ طِفْلَها.- الإِبْريقَ: وضع الفِدامَ على بعض رأسه وترك بعضه للتَّنفسِ.
لثي,لَثِيَ يَلْثَى الْثَ لَثًى :- الشّيْءُ: ندي؛ لثي تراب الأرض .- ت الشجرة: سالَ منها صمغُها.- ت الرَّجلُ من الطين: تلطخت به.
لجأ,لَجَأَ يَلْجَأُ لَجْئاً ولُجُوءاً :- إلى الحصن ونحوه: لاذ واعتصم؛ يلجَأُ النَّاسُ إلى الملاجئ تحت الأرض هروباً من الغارات الجويّة.- عنه: عدل عنه إلى غيره؛ لجأ عن دراسة الهندسة ليدرس فنَّ الرَّسم.
لجب,لَجِبَ يَلْجَبُ لَجَباً - الناسُ: صاحُوا وأجلبوا؛ لجب الناس ُ حين رأوا البركان ينفث حُممَه.- البحرُ: اضطرب موجُه.- الموجُ: اضطرب؛ اشتدت الرِّياح ولجب الموج.
لج,لَجَّ يَلَجُّ الْجَجْ لَجَاجاً ولَجَاجَةً :- في الأَمر: لازمه وأبى أن ينصرف وَلَوْ رَحِمْنَاهُمْ وكَشَفْنَا مَا بِهِمْ مِنْ ضُرٍّ لَلَجُّوا فِي طُغْيَانِهِمْ يَعْمَهُونَ/ لَجَّ فيِ الخصومة، أي تمادى بها/ لَجَّ بهم النِّزاعُ/ لّجَّ بهم الهمُّ.- عليه في المسألة: أَلَحَّ ؛لَجَّ عليه في طلب تعيينه موظَّفاً في الشركة.- القومُ. صاحوا واختلطتْ أصواتُهم.
لج,لَجَّ يَلِجُّ لِجَّ أو اِلْجِجْ لَجًّا : لَجَّ يَلَجُّ.
لجأ,لَجَّأَ يُلَجِّىءُ تَلْجِئَةً :- ـه إليه: أكرهه واضطرَّه إلى اللجَوء إليه.- ماله: جعله لبعض الورثة دون الآخرين.
لجج,لَجَّجَ يُلَجِّجُ تَلْجِيجاً : خاض اللُّجَّةَ؛ لجَّجت السفينَةُ.
لجن,لَجَّنَ يُلَجِّنُ تَلْجِيناً .- ورقَ الشجر: لَجنَهُ، أي دَقّه وخلطه بدقيق أو شعير حتى يثخن فتعلفه الإبل.
لجذ,لَجِذَ يَلْجَذُ لَجْذاً :- الكلبُ. وَلغ في الإناء.- الكلبُ الإِناءَ: لحسه من باطن.- ت الماشبةُ الكلأَ: أكلته بأطراف ألسنتها.- ـه السائل. ألحف عليه في السؤال بعد أن أعطى.
لجف,لَجَفَ يَلْجُفُ لَجْفاً :- الظبيُ وغيره فى أصل الكِناس: حفر حفرةً.
لجف,لَجِفَ يَلْجَفُ لَجَفَاً :- ت البئرُ: تحفَّرت جوانبها.
لجلج,لَجْلَجَ يُلَجْلِجُ لَجْلَجَةً : تردَّد في كلامه ولم يُبِنْ؛ لجلج الولد خوفاً من توبيخ أبيه له.- اللقمةَ في فيه: أدارها من غير مضغ ولا إساغة؛ لمِ يكن الطعام شهيّا فما أخذ منه إلا لقمةً ظلَّ يلجلجها.- ـه عن الشَّيْء: أداره ليأخذه منه؛ لجلجه عن شراء اللَّوحة الفنية.
لجن,لَجَنَ يَلْجُنُ لَجْنًا :- ورقَ الشجر ونحوه: خبطه وخلطه بدقيق أوشعير حتى يثخن فتعلفه الإبل.
لجن,لَجَنَ يَلْجُنُ لُجوناً :- في المشي: ثقل؛ لجن العحوز في مشيه.
لجن,لَجِنَ يَلْجَنُ لَجَنًا : اتَّسخَ؛ لجن الحذاء من السير في المكان الموحل.- المشط في رأسه: لم ينفذ فيه من الوسخ وتلبَّد الشعر.- به: علق؛ لجن الصمغ بأصابعه.
لحا,لحَا يَلْحُو اُلْحُ لَحْواً [ لحو]:- ـه: لامه وعذله؛ لا تَلْحُني فما قصَّرت عن عمدِ.- الشجرةَ والعصا: قشرها.
لحاص,لَحَاصِ : (بالبناء على الكسر)، الشدّة والدّاهية؛ نزلت بهم لَحَاصِ.-: السنة الشديدة.
لحب,لَحَبَ يَلْحَبُ لُحُوباً :- الطريق: وضح؛ لحب الطريق بعد أن عُرِّض ومُهِّد.- ظهر الفرس: امْلاسَّ.
لحب,لَحَبَ يَلْحَبُ لَحْباً :- الطريقَ: أوضحه وبيَّنه؛ لحب العمَّال الطريقَ بين القريتين.- الشيء: أثَّرَ فيه بالضرب أو القطع أو القشر؛ لحبه بالسَّوط/ لحب اللَّحم.
لحج,لَحَجَ يَلْحَجُ لَحْجاً :- إليه: لجأ إليه أو مال؛ لحج إلى من هو أكبر منه سنًّا ليصادقه ويحميه.
لحج,لَحِجَ يَلْحَجُ لَحَجَاً :- السيف: نشب في الغمد فلم يخرج، لحِج الخاتم في الإِصبع.- بالمكان: كمن فيه ولزمه؛ لحج الناس في الملجأ في أثناء الغارة الجويّة.- في الأمر: دخل فيه؛ لحج في الخصومة بين صديقيه/ لحج بينهم شر.- الشيء: ضاق؛ لحج الثوبُ فلا يُمكنه لُبسه.
لح,لَحَّ يَلِحُّ لِحَّ أو اِلْحِحْ لَحًّا :- ت القرابة بيننا: دنت ولصقت؛ لَحَّتْ قرابَتُنا، فهو ابن عمّي.
لحح,لَحِحَ يَلْحَحُ لَحَحاً :- ت عينه: لصقت أجفانُها من الرَّمص.
لحب,لَحَّب يُلَحِّبُ تَلْحِيباً :- الطريقَ: أوضحه وبيَّنه؛ جرفت الجرَّافة الترابَ ولحَّبت الطريق.- الشَّيْءَ: أثَّر فيه بالضرب أو القطع.
لحص,لَحَّصَ يُلَحِّصُ تَلْحِيصاً :- في الأمر: ضيَّقَ وشدَّد فيه، يُلَحِّص في استقصاء الأخبار.- الكتابَ: أحكمه؛ لَحَّصَ مقالته بإعادة النظر فيها.- ـه عن كذا: حبسه عنه وثبّطه؛ لحَّصه المرضُ عن متابعة الدراسة.
لحف,لَحَّفَ يُلَحِّفُ تَلْحِيفاً :- إِزاره. جرَّ ذيله على الأرض خُيلاءً؛ لَحَّفت المغنِّية ثوبها وهي تسير على خشبة المسرح.
